https://gpt.intercat.cn/,0,"代理,异常失败"
https://ai.bo-e.com/,1,成功
https://openmao.panchuang.net/,1,成功
http://ai.usesless.com/,1,成功
http://newb.site/chatgpt,2,代理，成功
https://www.ftcl.store/,404,代理，失败
https://builtbyjesse.com/lab,2,代理，成功
https://openprompt.co/ChatGPT,2,代理，成功
https://chatgptmirror.com/,1,成功
https://chat.forchange.cn/,1,成功
https://poe.com/,2,代理，成功
http://gitopenchina.gitee.io/gpt,404,非代理，失败
https://chat1.wuguokai.top/s/chatgpt,1,成功
https://chat.extnav.com/,0,"代理,异常失败"
https://chater.lanyun1103.top,0,"代理,异常失败"
https://chat.yougan.cc/,0,"代理,异常失败"
https://wen.geekr.dev,0,"代理,异常失败"
https://openai.onenov.cn/,0,"代理,异常失败"
https://beta.character.ai/,2,代理，成功
https://freechatgpt.chat/,2,代理，成功
https://gpt.getshare.net/,2,代理，成功
http://chat.livepo.top/,404,非代理，失败
https://xc.com/,2,代理，成功
https://codenews.cc/chatgpt,1,成功
https://chat.51buygpt.com/,526,代理，失败
https://ctrl.opengpt88.com/,1,成功
https://chat.alpaca-bi.com/,1,成功
https://www.teach-anything.com/,2,代理，成功
https://chat.paoying.net/,0,"代理,异常失败"
https://trychatgp.com/,2,代理，成功
http://chatai.fyi/,0,"代理,异常失败"
https://ai117.com/,2,代理，成功
https://94gpt.com/,2,代理，成功
http://tdchat.in/,1,成功
https://chat.wxredcover.cn/,0,"代理,异常失败"
https://ai.yiios.com/,1,成功
https://www.chat2ai.cn/,1,成功
https://chat.zecoba.cn/,1,成功
http://chat.apigpt.cn/,0,"代理,异常失败"
https://www.ohmygpt.com/,2,代理，成功
https://aigcfun.com/,1,成功
https://www.typingmind.com/,2,代理，成功
https://ai.okmiku.com/chat/,2,代理，成功
https://chatcat.pages.dev/,2,代理，成功
https://www.bz1y.cn/,0,"代理,异常失败"
https://freegpt.one/,403,代理，失败
https://fastgpt.app/,2,代理，成功
https://chatmate.network/,2,代理，成功
https://chat.eaten.fun/,0,"代理,异常失败"
https://tryai.top/freechat,0,"代理,异常失败"
https://chatmindai.com/,0,"代理,异常失败"
https://chat.jingran.vip/,0,"代理,异常失败"
http://itecheasy.com.cn/,0,"代理,异常失败"
https://freechatgpt.lol/,0,"代理,异常失败"
https://ai.v2less.com/,404,非代理，失败
https://chatgpt.ddiu.io/,2,代理，成功
https://chatgpt.lcc8.com/,1,成功
https://chat.aigc-model.com/,2,代理，成功
https://chatgpt.poshist.cn/,0,"代理,异常失败"
https://www.chatsverse.xyz/,0,"代理,异常失败"
https://chatgpt.h7ml.cn/,0,"代理,异常失败"
https://chat.ninvfeng.xyz/,2,代理，成功
https://talk.xiu.ee/,2,代理，成功
https://chat.tgbot.co/,0,"代理,异常失败"
https://chatgpt.ddiu.me/,2,代理，成功
https://chat.sheepig.top/,2,代理，成功
https://chat.uue.me/,0,"代理,异常失败"
https://askgptai.com/,0,"代理,异常失败"
https://chat-gpt.nikong.cn/,0,"代理,异常失败"
https://chat.moyunav.com/,2,代理，成功
https://www.aitoolgpt.com/,0,"代理,异常失败"
https://ai.ls/,2,代理，成功
https://desk.im/,2,代理，成功
http://zhimachat.com/,1,成功
http://gpt.mxnf.store/,0,"代理,异常失败"
https://chatplus.buzz/,1,成功
https://www.askopenai.cn/,0,"代理,异常失败"
https://ai-toolbox.codefuture.top/,1,成功
https://chatapi.qload.cn/,2,代理，成功
https://www.cveoy.com/,2,代理，成功
https://freegpt.cc,2,代理，成功
https://chatexcel.com/,1,成功
https://zhoubaotong.com/zh,2,代理，成功
https://b.jimmylv.cn/,1,成功
https://yiyan.baidu.com/welcome,1,成功
https://c.mydog.buzz,0,"代理,异常失败"
https://www.aicodehelper.com/,0,"代理,异常失败"
https://chilloutai.com/,2,代理，成功
http://175.178.88.119/,1,成功
https://www.cluebenchmarks.com/clueai.html,1,成功
https://www.abab123.tk/,0,"代理,异常失败"
https://docsgpt.arc53.com/,2,代理，成功
https://hotoke.ai/,2,代理，成功
https://chat1.wobcw.com,1,成功
https://wordstory.streamlit.app/,2,代理，成功
https://harry-potter.openai-lab.com,0,"代理,异常失败"
https://typeset.io/,2,代理，成功
https://ai.free-tools.cn/,1,成功
https://vrtalk.io/,0,"代理,异常失败"
https://chatdoc.com/,1,成功
https://wet.xeasy.me/,2,代理，成功
https://chatbot.theb.ai/,403,代理，失败
https://ai.ci,2,代理，成功
https://www.sqlkiller.com/,1,成功
https://open-gpt.app/,2,代理，成功
http://43.156.110.219:3002/ ,502,代理，失败
https://aicolors.co/,2,代理，成功
https://heyfriday.cn/,1,成功
https://www.aiai.zone/,0,"代理,异常失败"
https://regex.ai/,1,成功
https://www.deepl.com/zh/write,1,成功
